56
00 00 00 00 10 12 00
00 00 19 19 10 12 20
00 00 24 24 10 12 25
02 00 45 45 10 12 46
02 00 45 45 10 12 46
00 00 00 00 10 12 20
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 12 00
02 02 45 45 10 12 46
02 00 29 29 10 12 30
02 00 33 33 10 12 34
02 00 29 29 10 12 30
00 00 50 50 10 00 51
00 00 00 00 10 00 -999
00 00 00 00 10 00 -999
00 00 00 00 00 21 -999
00 00 00 00 00 21 -999
00 00 00 00 00 21 -999
00 00 00 00 10 12 00
00 00 00 00 10 12 00
00 00 00 00 10 18 29
00 00 00 00 10 18 30
00 00 00 00 10 18 31
00 00 00 00 10 18 30
00 00 00 00 10 18 29
00 00 00 00 10 18 28
00 00 00 00 10 12 33
00 00 38 38 10 12 36
02 00 35 35 10 12 36
00 00 00 00 10 12 34
00 00 00 00 10 12 34
00 00 00 00 10 12 34
00 00 -1 -1 10 12 -999
02 02 03 03 10 12 04
02 02 07 07 10 12 08
02 02 11 11 10 12 12
02 02 15 15 10 12 16
02 02 19 19 10 12 20
02 02 19 19 10 12 20
00 00 -1 -1 10 12 -999
00 00 -1 -1 10 12 -999
00 00 -1 -1 10 12 -999
00 00 -1 -1 10 12 -999
00 00 -1 -1 00 00 -999
