68
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001
002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002 002
003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003
004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004 004
005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005 005
006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006 006
007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 007
008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008 008
009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009 009
010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010
011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011 011
012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012 012
013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013 013
014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014 014
015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015
016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016 016
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017
018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018 018
019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019
020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020 020
021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021 021
022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022 022
023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023 023
024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024 024
025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025 025
026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026 026
027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027
028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028
029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029 029
030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030 030
031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031
001 001 001 001 001 001 001 001 002 002 002 002 002 002 002 002 003 003 003 003 003 003 003 003 004 004 004 004 004 004 004 004 
005 005 005 005 005 005 005 005 006 006 006 006 006 006 006 006 007 007 007 007 007 007 007 007 008 008 008 008 008 008 008 008
009 009 009 009 009 009 009 009 010 010 010 010 010 010 010 010 011 011 011 011 011 011 011 011 012 012 012 012 012 012 012 012
013 013 013 013 013 013 013 013 014 014 014 014 014 014 014 014 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015 015
015 015 015 015 014 014 014 014 014 014 013 013 013 013 013 013 012 012 012 012 012 012 011 011 011 011 011 011 010 010 010 010
010 010 009 009 009 009 009 009 008 008 008 008 008 008 007 007 007 007 007 007 006 006 006 006 006 006 005 005 005 005 005 005
004 004 004 004 004 004 003 003 003 003 003 003 002 002 002 002 002 002 001 001 001 001 001 001 000 000 000 000 000 000 000 000
021 021 021 021 020 020 020 020 019 019 019 019 019 018 018 018 018 018 018 018 017 017 017 017 017 017 016 016 016 016 016 016 
-60 -60 -60 -60 -60 -60 -61 -61 -61 -61 -61 -61 022 022 022 022 022 022 022 022 022 022 022 022 022 022 021 021 021 021 021 021
005 005 005 005 005 005 005 005 005 005 005 006 006 006 006 007 007 007 007 008 008 008 008 009 009 009 009 009 010 010 010 010
011 011 011 011 011 011 011 011 011 011 011 012 012 012 013 013 013 014 014 014 015 015 015 016 016 016 017 017 017 018 018 018
018 018 018 018 018 018 018 018 018 018 018 019 019 019 020 020 020 021 021 021 022 022 022 023 023 023 024 024 024 025 025 025
025 025 025 025 025 025 025 025 026 026 026 027 027 027 028 028 028 029 029 029 030 030 030 031 031 031 032 032 032 033 033 033
001 001 001 001 001 001 001 001 002 002 002 003 003 003 004 004 004 005 005 005 006 006 006 007 007 007 008 008 008 008 008 008
008 008 008 008 008 008 008 008 009 009 009 010 010 010 011 011 011 012 012 012 013 013 013 014 014 014 015 015 015 016 016 016
016 016 016 016 016 016 016 016 017 017 017 017 018 018 018 019 019 019 020 020 020 021 021 021 021 022 022 022 022 022 022 022
014 014 014 014 014 014 014 014 015 015 015 015 015 015 015 015 016 016 016 016 016 016 016 016 017 017 017 017 017 017 017 017
024 024 024 024 024 024 025 025 025 025 025 025 026 026 026 026 026 026 026 026 026 027 027 027 028 028 028 028 029 029 029 029
031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 032 032 032 032 032 032 032 032 032 033 033 033 033 033 033 033
018 018 018 018 018 018 018 018 018 018 018 017 017 017 016 016 016 015 015 015 014 014 014 013 013 013 012 012 012 012 012 012
011 011 011 011 011 011 011 010 010 010 009 009 009 009 008 008 008 007 007 007 006 006 006 005 005 005 004 004 004 004 004 004
004 004 004 004 004 004 004 004 003 003 003 002 002 002 001 001 001 000 000 000 -01 -01 -01 -02 -02 -02 -03 -03 -03 -04 -04 -04
028 028 028 028 028 028 028 028 028 028 027 027 027 027 027 027 026 026 026 025 025 025 025 025 025 025 025 025 025 025 025 025
-03 -03 -03 -03 -03 -03 -03 -03 -02 -02 -02 -02 -02 -02 -02 -02 -01 -01 -01 -01 -01 -01 -01 -01 000 000 000 000 000 000 000 000
001 001 001 001 001 002 002 002 002 002 003 003 003 003 003 004 004 004 004 004 005 005 005 005 005 006 006 006 006 006 006 006
013 013 013 013 013 013 013 013 013 013 013 013 012 012 012 012 012 012 012 012 012 012 012 011 011 011 011 011 011 011 011 011
011 011 011 011 011 011 011 011 011 011 011 011 010 010 010 010 010 010 010 009 009 009 009 009 009 009 009 008 008 008 007 007
006 006 006 005 005 005 005 004 004 004 004 003 003 003 003 003 003 003 002 002 002 002 002 001 001 001 001 001 000 000 000 000
031 031 031 031 031 031 030 030 030 030 029 029 029 029 029 028 028 028 028 028 027 027 027 027 026 026 026 026 026 025 025 025
024 024 023 023 023 022 022 022 021 021 021 020 020 020 020 020 020 020 020 020 020 020 020 019 019 019 019 019 018 018 018 018
017 017 017 016 016 016 015 015 015 015 014 014 014 014 013 013 013 013 012 012 012 012 011 011 011 011 010 010 010 010 009 009
008 008 008 007 007 007 006 006 006 005 005 005 005 004 004 004 004 003 003 003 003 002 002 002 001 001 001 000 000 000 -01 -01
031 031 031 030 030 030 029 029 029 028 028 028 028 028 028 028 028 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 
027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 027 028 028 028 028 028 028 028 028 028 028 028 028
028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 028 029 029 029 029 029 030 030 030 030 030 030 029 029 029 029 029
030 030 030 030 031 031 031 031 032 032 032 032 033 033 033 033 034 034 034 034 034 034 034 034 034 034 034 034 034 034 034 034
